"LAT","LONG","DENSITY","PLTYSIZE","AREA","MinTemp","CRR","MAT","Elevation","SOCIETY","SUB","SUB2","PROTEIN"
-6.357,145.946,33.2,269,8.10240963855422,12.3999996185303,2093,18.9291667938232,1591,"GADSUP(AKUNA)","HL","HORT","LIVESTOCK"
-5.99,144.753,33.6,450,13.3928571428571,11.3000001907349,2482,17.5750007629395,1888,"WAHGI (SOUTH","AL","AGG","LIVESTOCK"
-5.377,144.644,34.4,280,8.13953488372093,14.1000003814697,3198,19.9583339691162,1353,"MARING(TSEM)","HL","HORT","LIVESTOCK"
-5.233,142.115,34.7,175,5.04322766570605,12,3824,17.5041656494141,1769,"OKSAPMIN","HL","HORT","LIVESTOCK"
-6.397,145.631,36.1,197,5.45706371191136,10.1999998092651,2181,16.625,1986,"USARUFA","HL","HORT","LIVESTOCK"
-4.096,138.946,38.2,340,8.90052356020942,14.1000003814697,2066,20.3583335876465,1661,"DANI (DUGUM)","AL","AGG","LIVESTOCK"
-2.593,140.187,38.6,266.294839863302,73.0757068533164,22.2999992370605,2308,27.1000003814697,61,"NIMBORAN","SH-H","HORT","HUNTING"
-5.965,145.267,40.9,238,5.81907090464548,12.1000003814697,2155,18.5791664123535,1694,"GURURUMBA","AL","AGG","LIVESTOCK"
-4.054,136.083,41,176,4.29268292682927,13.3999996185303,3327,19.1916675567627,1587,"KAPAUKU","AL","AGG","LIVESTOCK"
-6.05,143.662,41.9,321,7.66109785202864,9.5,2709,16.1791667938232,2200,"MENDI(SOUTH)","AL","AGG","LIVESTOCK"
-3.646,143.194,43.4,191.2,4.40552995391705,20.1000003814697,1843,25.591667175293,285,"ARAPESH(KAB)","HL","HORT","LIVESTOCK"
-5.556,144.155,43.8,225,5.13698630136986,14.3000001907349,3432,20.4208335876465,1228,"ENGA(RAIAPU LAI)","AL","AGG","LIVESTOCK"
-3.682,142.939,44.2,503,11.3800904977376,20.7999992370605,1890,26.2708339691162,140,"ARAPESH(ILAH","HL","HORT","LIVESTOCK"
-5.265,144.584,48.8,44,0.901639344262295,10.3999996185303,2466,16.2916660308838,2175,"KALAM","HL","HORT","LIVESTOCK"
-3.776,138.222,49.1,155,3.15682281059063,5.59999990463257,3155,11.1833333969116,3109,"DANI (WEST)","HL","HORT","LIVESTOCK"
-6.331,145.384,55.2,244,4.42028985507246,11.5,2178,17.9291667938232,1860,"YAGARIA","HL","HORT","LIVESTOCK"
-5.616,144.298,55.9,151,2.70125223613596,11,2479,17.0125007629395,1934,"MELPA (NORTH","AL","AGG","LIVESTOCK"
-6.317,145.543,56.6,234.4,4.14134275618375,11.8999996185303,2121,18.4458332061768,1724,"YATE","HL","HORT","LIVESTOCK"
-5.935,142.96,58.5,500,8.54700854700855,12.1000003814697,2960,17.9791660308838,1817,"HULI (TOANDA","AL","AGG","LIVESTOCK"
-5.858,144.236,59.5,264,4.43697478991597,12.1999998092651,2568,18.6458339691162,1718,"MELPA (CENTR","AL","AGG","LIVESTOCK"
-5.9,145.052,61.3,459,7.48776508972268,10.6000003814697,2212,17.1041660308838,1995,"CHIMBU (UPPE","AL","AGG","LIVESTOCK"
-3.632,143.055,61.5,326,5.30081300813008,20.5,1838,26.0041675567627,201,"ABELAM(CENT)","HL","HORT","LIVESTOCK"
-3.754,142.993,64.6,246,3.80804953560372,21,1936,26.6000003814697,107,"ABELAM(NWOS)","AL","AGG","LIVESTOCK"
-5.521,144.119,70.1,330,4.70756062767475,14.3000001907349,3284,20.3999996185303,1298,"ENGA (KYAKA)","AL","AGG","LIVESTOCK"
-6.165,145.139,71.4,211,2.95518207282913,10.6000003814697,2238,16.9166660308838,2055,"CHUAVE","AL","AGG","LIVESTOCK"
-3.656,143.296,73.3,163,2.2237380627558,20.2999992370605,1825,25.841667175293,231,"BOIKEN(NYANG","HL","HORT","LIVESTOCK"
-6.093,143.629,78.1,302.5,3.87323943661972,10.8000001907349,2874,17.3999996185303,1808,"MENDI(MAP)","AL","AGG","LIVESTOCK"
-5.922,144.976,81.2,415,5.11083743842365,7.09999990463257,2316,13.3583335876465,2576,"CHIMBU (CENT","AL","AGG","LIVESTOCK"
-6.071,145.032,104,405.3,3.89711538461538,11.6999998092651,2367,18.1833324432373,1767,"SINASINA","AL","AGG","LIVESTOCK"
-5.456,143.691,111.7,350,3.13339301700985,9,2663,15.3000001907349,2247,"ENGA (MAE)","AL","AGG","LIVESTOCK"
